ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
98817,Annanagar East,Chennai,Chennai Rawther,300,3.9,100,"Biryani,South Indian,North Indian,Chinese",Anna Nagar East,64
99085,Ayanavaram,Chennai,Hotel Noor,350,4.2,100,Indian,Perambur,52
99341,Gopalapuram,Chennai,Cafe Clock,200,4.7,100,"Beverages,Ice Cream",Royepettah,49
100958,Teynampet,Chennai,Pizza Shop,400,3.7,20,"Pizzas,Italian,Continental,American,Chinese,Snacks,Desserts,Beverages",Teynampet,70
101631,Egmore,Chennai,Zam Zam Fast Food,300,3.9,500,Fast Food,Narayanan Street,34
101652,Annanagar East,Chennai,Get Diety,500,4.1,100,"Healthy Food,Continental,Salads,American,Italian,Seafood,Indian,Snacks,Keto,Juices",11Th Main Road,57
102263,T. Nagar,Chennai,Shawarma Kadai,180,4.1,50,Arabian,Habibullah Road Tirumalai Pillai Road,62
111164,Anna Nagar West Extension,Chennai,Chennai Cakes,200,4.2,50,Bakery,Anna Nagar West Extn,68
111360,Perambur,Chennai,Dharani Home Mades,200,4.1,500,"Snacks,Fast Food",M H Road South,48
117303,T. Nagar,Chennai,Mambalam Annashree,250,4.1,1000,"South Indian,North Indian,Chinese",Vijayaraghava Road,61
119056,Thirunagar Signal Vadapalani,Chennai,Nalan Restaurant,300,3.6,20,"North Indian,South Indian,Indian",Thirunagar Signal,75
121264,Annamalai Colony,Chennai,Little India,200,4.2,100,"North Indian,South Indian,Chinese",Vadapalani,82
121807,Aminjikarai,Chennai,The Brownie Studio,300,4.7,500,"Bakery,Desserts,Snacks,Ice Cream,Beverages",Shenoy Nagar,51
122437,Teynampet,Chennai,The Bark,500,4.6,20,"Italian,Mexican,Continental",Maharaja Surya Rao Road,62
122863,Egmore,Chennai,Juice Forest,250,4.4,500,"Healthy Food,Juices,Beverages,Desserts",Montieth Road,33
125298,Egmore,Chennai,Writer'S Cafe,400,4.4,500,"Continental,Italian",Ethiraj Salai,45
127199,Royapettah,Chennai,Oh My Shawarma,200,4.4,100,Arabian,Royapettah,47
128953,Old Washermanpet,Chennai,Star Biriyani And Fast Food,200,2.9,80,"North Indian,Biryani,Kebabs",Royapuram,53
129725,Purasaiwakkam,Chennai,Hotel Farook,450,4.3,1000,"South Indian,Arabian",Purasavakkam,37
129922,Arumbakkam,Chennai,Go Grill,300,4.1,20,"North Indian,Grill,Biryani,Snacks",Arumbakkam,72
130423,Gandhi Nagar,Chennai,Al Souk,400,4.3,50,"Juices,Grill,Arabian",Anderson Road,51
130502,Nungambakkam,Chennai,Nolita,1200,4.1,100,"Italian,Beverages,Ice Cream,Pizzas,Snacks,Desserts,Pastas,Greek,Salads,Continental",Nungambakkam,51
130507,Perambur,Chennai,Lassi Nation,200,3.7,100,Beverages,Peravallur,60
131167,Anna Nagar,Chennai,Bib -  English Breakfast In The Box,300,4.4,100,Continental,Anna Nagar East,71
131176,Anna Nagar,Chennai,Omleterian,250,4.3,50,"Healthy Food,Snacks",Anna Nagar East,67
131321,Triplicane,Chennai,Hotel Rhiya,300,2.9,80,"South Indian,Indian,Fast Food,Biryani,Chinese",Triplicane,49
131394,Thousand Lights,Chennai,Blind Ch3Mistry,600,4.1,20,"Italian,Beverages,Asian",Nungambakkam,51
131758,Kodambakkam,Chennai,Sri Saikarthi Andhara Curries And Snacks,150,4,100,"Kerala,Chettinad,Andhra",Sivan Kovil Street,74
132818,Egmore,Chennai,Basheer Bai Briyani,200,4,100,"South Indian,Indian,Biryani",Egmore,34
133777,Chennai,Chennai,Madurai Sri Thevar Hotel,300,3.8,500,South Indian,Parrys,36
133781,George Town,Chennai,Srb Hyderabad Biryani,300,2.9,80,"Fast Food,Biryani,Chinese,Grill,Arabian",Tondairpet,64
133893,Ashok Nagar,Chennai,Bbq Bro'S,350,4,50,"Barbecue,Snacks,Beverages,Lebanese,Fast Food",Ashok Nagar,88
134404,Royapettah,Chennai,Aks Kabab,300,4.1,50,"South Indian,Indian,Fast Food,Street Food,Kebabs,Mughlai",Nallala Street,49
135489,Nungambakkam,Chennai,Crisp Cafe,400,4.6,20,"North Indian,Italian,Beverages,Juices,Ice Cream,Pizzas,Desserts,Pastas,Cafe",Kothari Road,58
139168,Vadapalani,Chennai,Vivikta Chapati Shop,150,2.9,80,South Indian,Vadapalani,76
140465,Express Avenue Mall,Chennai,Jonah'S Bistro,600,4.5,50,"Italian,Continental,Pastas",Express Avenue,54
140524,Raja Annamalai Puram,Chennai,Radio Room,1200,4.2,20,Indian,Mrc Nagar,83
141364,Thousand Lights,Chennai,Starbucks Coffee,400,4.4,100,"Beverages,Ice Cream",Bergamo Mall,38
141433,Shenoy Nagar,Chennai,The Fat Boy,400,4.4,500,"Italian,Beverages,Juices,Pizzas",Shenoy Nagar,59
141698,Ayanavaram,Chennai,Arabian Grills,150,3.6,100,"Chinese,Arabian",Aynavaram,50
142565,Choolaimedu,Chennai,Juice Park,100,4.4,50,Juices,Choolaimedu,60
143064,Annanagar East,Chennai,Silver Spoon,500,4.3,100,"North Indian,South Indian,Indian,Grill,Arabian,Kebabs,Tandoor",Anna Nagar East,64
144692,Annanagar East,Chennai,Desi Street,200,4.2,100,"North Indian,Indian,Grill,Street Food,Kebabs,Tandoor,Chaat,Biryani",Annanagar,66
144698,Arumbakkam,Chennai,Halal Kattu Biryani,250,4.1,500,"Indian,Biryani,Chinese",Arumbakkam,62
144828,Thousand Lights,Chennai,Taco Bell,300,4.3,500,Mexican,Express Avenue,53
145688,Shenoy Nagar,Chennai,Indian Biriyani House,300,4,50,"Indian,Biryani,Chinese",Shenoy Nagar,58
146059,Choolai,Chennai,Best Fast Food,250,3.9,20,Chinese,Vepery,30
147082,Teynampet,Chennai,Hotel Ananda,300,4.5,500,"North Indian,South Indian,Beverages",Teynampet,60
147485,Purasaiwakkam,Chennai,Kaapi House,250,2.9,80,Beverages,Secretariat Colony,56
148279,George Town,Chennai,Kanishka Kulfi,150,3.8,20,Ice Cream,Mint Street,50
154484,Teynampet,Chennai,Juice Cafe,300,4.1,100,"Juices,Pizzas,American,Biryani,Chinese,Snacks,Desserts,Beverages",Elago Salai Teynampet,58
157995,Anna Nagar,Chennai,Ramaas The Hyderabadi,600,4.2,500,"Hyderabadi,Indian,Tandoor",Shanthi Nagar,62
159913,Kilpauk,Chennai,Chai Kings,150,4.5,100,"Beverages,Snacks",Kilpauk,38
160082,Ayanavaram,Chennai,Ginger Garlic,250,4.2,100,"Chinese,Arabian,Tandoor",V.P Colony ( South Street)  Aynavaram,50
160090,Egmore,Chennai,Ambaram Fast Food,200,3.8,20,"South Indian,Fast Food",Basha Shaib Street Pudupet,37
160297,Vyasarpadi,Chennai,Rihana Burma Foods,150,4.3,50,Burmese,Mkb Nagar,53
163739,Kodambakkam,Chennai,Mannah Sweets,300,4.6,100,"Sweets,Snacks,Bakery,Indian",Kodambakkam,63
164668,Alwarpet,Chennai,Gogo Thai,200,2.9,80,Fast Food,Alwarpet,71
165658,Kodambakkam,Chennai,Sai Datta Andhra Mess,200,3.8,20,"South Indian,Fast Food,Chinese",Near Five Lights Junction,75
167556,Triplicane,Chennai,Sealord Restaurant,450,4,100,"South Indian,Fast Food,Biryani,Chinese",Triplicane,40
167614,Thousand Lights,Chennai,Hotel Sennthur,300,4.4,500,"North Indian,South Indian",Club House Road,44
167970,Old Washermanpet,Chennai,Biriyani Brothers,250,4.3,100,"Indian,Biryani",Washermenpet,53
168602,Alwarpet,Chennai,Gongura,350,3.1,20,"Biryani,Andhra",Cenotaph Road,64
168668,Alwarpet,Chennai,Dal Rotti,300,4.1,500,North Indian,Cenotaph Road,66
168713,Annanagar East,Chennai,Pulusu ( Anna Nagar ),300,4.1,500,"Andhra,Biryani,Chettinad,South Indian,Desserts,Beverages",Second Avenue,58
169086,Ayanavaram,Chennai,Oliver Garden Cater,100,2.9,80,Fast Food,Pudhunagar.Aynavaram.,58
169803,Annanagar,Chennai,Milda Naturals,250,2.9,80,Ice Cream,Ayanavaram,52
171298,Perambur,Chennai,Am Biryani,400,3.6,500,Biryani,Jumbulingam Main Road G.K.M Colony,58
172464,Thousand Lights,Chennai,Stix  By Hyatt Regency Chennai,1200,3.8,20,"Chinese,Continental,Italian,North Indian",Teynampet,80
172606,Aminjikarai,Chennai,Bharani Bhavan,300,4.3,100,South Indian,Vaidhyanadan Street,49
173248,West Mambalam,Chennai,Thanjavur Mess,200,4.4,1000,South Indian,West Mambalam,69
173830,Thousand Lights,Chennai,Airborne Carnival,400,2.9,80,"Fast Food,Beverages",Kader Nawaz Khan Road,49
175347,Egmore,Chennai,Symphony - Ramada,200,4,50,"Indian,Chinese,Tandoor",Egmore,39
175761,Kodambakkam,Chennai,Puducherry Sri Kamatchi.,300,4.3,1000,"South Indian,Chinese",Kk Nagar,71
176725,Triplicane,Chennai,Salem Rr Biriyani Unavagam,400,3.9,100,"Biryani,Chettinad,Tandoor,Chinese",Egmore,33
177336,Tondiarpet,Chennai,Delicious Pizza,200,2.9,80,Fast Food,Washermenpet,81
177339,West Mambalam,Chennai,Bakya Veg Restaurant,150,4.3,1000,"South Indian,Chinese,North Indian",T Nagar,75
177865,Triplicane,Chennai,Super Bombay Kulfi Natural Ice Cream Milkshake And Chats,200,2.9,80,"Ice Cream,Beverages",Jhony John Khan Road,47
180533,George Town,Chennai,Majeeth Hotel,300,4.1,100,"South Indian,Chinese,Biryani",Royapuram,44
180579,Ayanavaram,Chennai,Green Mango Juice Shop,30,4.2,20,Juices,Vasantha Nagar Chinna Chembarambakkam Ayanavaram,57
181010,Aminjikarai,Chennai,Thulasi Mess,150,3.8,100,"South Indian,North Indian,Andhra,Biryani",Arumbakkam,54
182585,Alwarpet,Chennai,Havmor,300,4.7,100,"Ice Cream,Desserts",Alwarpet,55
182610,Thousand Lights,Chennai,Sante Spa Cuisine,1300,4.6,100,"Italian,Continental,Mediterranean,Fast Food",Nungambakkam,47
183253,Purasaiwakkam,Chennai,Riyas Biriyani,300,3.9,20,Indian,T.Nagar,36
187550,Kodambakkam,Chennai,Sss Hyderabad Briyani,250,3.9,100,"Chinese,Indian",Kodambakkam,71
191798,Alwarpet,Chennai,Crust & Cheese Pizza,400,4.4,50,"Pizzas,Italian-American",Alwarpet,72
191903,Ayanavaram,Chennai,Sri Balaji Fast Food,250,4.1,100,"Chinese,Indian",Villivakkam,51
197699,Annamalai Colony,Chennai,Yakebab - Charcoal Grilled Treat,300,4.2,100,"Arabian,Biryani,Chinese,North Indian",Vadapalani,77
198334,Perambur,Chennai,Ammavin Aduppankarai,400,4.1,500,"Chettinad,Chinese,South Indian",Perambur,64
198342,Ponniammanmedu,Chennai,Red Chilly Kitchen,400,4,50,"Chinese,Fast Food,South Indian",Perambur,71
199773,Anna Nagar,Chennai,Vimalam Mess,700,4.3,100,South Indian,Annanagar,60
200790,Teynampet,Chennai,Fabcafe By Fabindia,1000,4.3,100,"Healthy Food,North Indian,Biryani,Beverages",New Area,57
200833,Anna Nagar,Chennai,Momo Sa-Khang By Kailash Kitchen,200,4.7,500,Chinese,Annanagar,52
201164,Gopalapuram,Chennai,The Bowl Company,300,4.2,5000,"Continental,North Indian,Pan-Asian,Desserts,American,Asian,Beverages,Biryani,Chinese,Combo,European,Grill,Hyderabadi,Indian,Italian,Kebabs,Lucknowi,Mediterranean,Mexican,Mughlai,Oriental,Pastas,Punjab",Royapettah,55
201165,Gopalapuram,Chennai,Homely,200,4.3,1000,"Home Food,North Indian,South Indian,Beverages,Chettinad,Combo,Desserts,Hyderabadi,Indian,Lucknowi,Maharashtrian,Mangalorean,Punjabi,Rajasthani,Snacks,Sweets,Thalis",Royapettah,52
201726,Old Washermanpet,Chennai,Spicy Tadka,300,4.3,20,"Chinese,Indian,Italian,Mexican",Royapettah,59
204576,Thousand Lights,Chennai,Royal Fast Food,200,3.8,20,"Chinese,Fast Food,Indian",Nungambakkam,49
206586,Ponniammanmedu,Chennai,Jannath Chicken,250,2.7,20,Indian,Madhavaram - Manali,75
208829,Royapuram,Chennai,Kulfi Treat,200,2.9,80,Ice Cream,Suriya Narayana Road,58
211185,Periyamet,Chennai,Mcrennett,350,4.3,20,Bakery,Purasawalkam,37
211814,T Nagar,Chennai,Kommune,350,2.9,80,"Desserts,Italian,North Indian,Salads",T Nagar,65
212592,Cit Nagar,Chennai,Arcot Royal Biriyani And Fastfood,200,3.5,50,"Biryani,Fast Food",T Nagar,71
212837,Alwarpet,Chennai,Teppan,1000,4.6,20,Japanese,Alwarpet,75
216980,Vadapalani,Chennai,Masala Street,50,3.5,20,"Chinese,Continental,South Indian,Italian",Vadapalani,85
217781,Alwarpet,Chennai,Ricky'S Cookies,300,4.9,20,"Cafe,Snacks",Alwarpet,70
218634,Ayanavaram,Chennai,Food Finger,200,4.2,20,Indian,Kilpauk,57
218650,Teynampet,Chennai,Kake Da Punjabi Dhabba,350,4.2,500,"North Indian,Punjabi,Thalis,Biryani,Combo,Desserts",Alwarpet,64
220046,Mylapore,Chennai,Food Point,200,4.2,20,"Juices,Snacks",Mylapore,56
221321,Anna Nagar,Chennai,Chai Truck,200,4.1,500,"Continental,American,Fast Food,Beverages",Annanagar,76
221798,Annanagar East,Chennai,Madro Cafe,300,4.1,20,"Italian,Mexican,Continental",Annanagar,70
221870,Periyamet,Chennai,Creamee N Spicee,300,2.9,80,"Fast Food,Pizzas",Purasawalkam,37
222720,Cit Nagar,Chennai,Mandarin Oak- The Heavenly Chinese,350,4.1,20,"Chinese,Asian,Thai",Cit Nagar,94
223936,Triplicane,Chennai,Mamieyaar Veedu,400,4.1,20,"Chettinad,South Indian",Royapettah,49
224426,Purasaiwakkam,Chennai,Faasos,200,4.2,100,"Combo,Snacks,Beverages,Desserts,Indian",Purasaiwakkam,46
224427,Purasaiwakkam,Chennai,Behrouz Biryani,500,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Purasaiwakkam,48
224428,Purasaiwakkam,Chennai,Oven Story Pizza,600,4.1,100,Pizzas,Purasaiwakkam,51
224429,Purasaiwakkam,Chennai,Firangi Bake,400,4.3,50,"Italian,Mexican,Pastas",Purasaiwakkam,51
224430,Purasaiwakkam,Chennai,Sweet Truth - Cake And Desserts,450,4.2,50,"Ice Cream,Bakery,Desserts,Beverages",Purasaiwakkam,47
224431,Purasaiwakkam,Chennai,The Good Bowl,400,4.2,50,"North Indian,Punjabi,Biryani,Combo,Chinese,Beverages,Desserts,Jain,Indian,Hyderabadi,Mughlai",Purasaiwakkam,46
224432,Purasaiwakkam,Chennai,The Biryani Life,250,4.1,50,"Biryani,Hyderabadi,Lucknowi,North Indian,Mughlai,Combo,Desserts",Purasaiwakkam,50
224601,Egmore,Chennai,Tic Tac Rolls (Since 1981),250,3.7,50,"Fast Food,Tandoor,Biryani",Egmore,37
225573,Purasaiwakkam,Chennai,Kekiz - The Cake Shop,200,2.9,80,"Bakery,Desserts,Beverages",Purasawalkam,44
225911,Purasaiwakkam,Chennai,The Great Wall Of China,300,2.9,80,Chinese,Purasawalkam - The Great Wall Of China,44
225917,Purasaiwakkam,Chennai,Taj Mughalai,300,4.4,20,"Biryani,North Indian,South Indian,Chinese",Purasawalkam - Taj Mughalai,38
227153,Teynampet,Chennai,Lucky Da Punjabi Dhabba,350,4.2,100,"Punjabi,North Indian,Thalis,Kebabs,Tandoor",Alwarpet,66
227447,Kilpauk,Chennai,Waffle Shack,200,2.9,80,"Bakery,Desserts",Kilpauk,49
227678,Alwarpet,Chennai,Phuket Street,750,4.4,100,Thai,Alwarpet,66
231446,Thousand Lights,Chennai,Fresh Pressery Cafe,500,4.5,500,"Healthy Food,Cafe,Desserts",Royapettah,49
233117,Anna Nagar,Chennai,Juisome,200,4.2,100,"Continental,Juices,Beverages",Annanagar,73
233743,George Town,Chennai,Dark Smoke Bbq Restaurant,300,3.9,100,"Barbecue,Indian",Royapuram,45
238506,Alwarpet,Chennai,Grow Fit,300,4.2,500,"Healthy Food,North Indian,Combo",Alwarpet,64
238697,Perambur,Chennai,Master Oru Tea,80,3.8,100,Indian,Perambur,52
239364,Nungambakkam,Chennai,Lo Cal By Dumbell,250,4.2,100,"Healthy Food,Indian,Keto,Desserts",Nungambakkam,72
239645,Balavinayagar Nagar,Chennai,Mumbai Kulfi,150,4.4,50,"Ice Cream,Snacks,Beverages",Mmda Colony Balavinayagar Nagar,64
239650,Egmore,Chennai,Yalla Pizza,250,4.2,20,"Pizzas,Pastas,Italian",Ashok Nagar,45
239920,Perambur,Chennai,Chennai Mugil Soup,200,2.9,80,Fast Food,Thiru.Vi.Ka.Nagar,59
239924,T Nagar,Chennai,Anburaj Resturant Briyani & Fast Food,250,4.1,100,"Biryani,North Indian",T Nagar,59
240435,Kilpauk,Chennai,Hungsters,300,4.2,100,Fast Food,Landons Road,52
242424,T. Nagar,Chennai,Paradise Biryani,400,4,1000,"Biryani,Kebabs",Thanikachalam Road,65
242554,Old Washermanpet,Chennai,Atho Man Ecstasy,300,2.9,80,"Chaat,Chinese,Desserts,Fast Food,Ice Cream,Italian,Snacks",Royapuram,60
243195,Old Washermanpet,Chennai,Super Shawarma,250,3.4,20,Indian,Korukkupet,56
244401,George Town,Chennai,Srishti Snacks,250,4.3,20,Indian,Kondithope,51
244704,Perambur,Chennai,Cafe Mingles,200,3.8,100,"Lebanese,Arabian,Beverages",Perambur,55
244709,Mylapore,Chennai,Srinivasan Andhra Mess,250,3.6,100,Indian,Mylapore,52
246169,Thousand Lights,Chennai,Batter,300,4.1,50,"Desserts,Ice Cream",Nungambakkam,39
246268,George Town,Chennai,Hotel Prayag,300,3.9,100,Indian,George Town,37
246826,Thousand Lights,Chennai,Iyer'S Delight - Nungambakkam,200,4.3,100,South Indian,Nungambakkam,53
246835,Egmore,Chennai,China Town,500,4.5,100,Chinese,Egmore,37
248171,Anna Nagar,Chennai,Yaa Mohaideen Biryani,600,3.9,500,Biryani,Annanagar,63
248444,Arumbakkam,Chennai,Hotel Pandia'S - (Cmbt),400,4.2,100,"Biryani,Chettinad,Chinese,South Indian",Koyembedu,72
251318,Kodambakkam,Chennai,Rasna Buzz,200,2.9,80,Beverages,Vadapalani,76
251550,Nungambakkam,Chennai,Tandoori Dhaba,350,4.3,100,"North Indian,Punjabi,Tandoor,Mughlai,Indian,Lucknowi,Combo",Nungambakkam,52
253448,Kotturpuram,Chennai,Pizzeria By Ciclo,500,4.1,50,Pizzas,Kotturpuram,74
253955,Anna Nagar,Chennai,Curry Box,150,4.3,100,Indian,Annanagar,69
255752,Perambur,Chennai,Dfc Pizza,200,2.9,80,Italian,Perambur,73
257095,Chetpet,Chennai,Abbys,250,4.1,50,"South Indian,North Indian,Snacks,Combo,Beverages",Chetpet,47
257162,Periyamet,Chennai,The Brooklyn Creamery - Healthy Ice Cream,200,4.7,20,"Healthy Food,Desserts,Ice Cream",Vepery,27
259101,Mmda Colony,Chennai,Sandwich Master,250,2.9,80,"Indian,Snacks,Fast Food",Kazhipattur,68
260926,Raja Annamalai Puram,Chennai,All Day Breakfast Company,300,4.5,500,"Beverages,Indian",Alwarpet,69
261435,Purasaiwakkam,Chennai,Pizza Square (Pursaiwakkam),300,2.9,80,Pizzas,Adyar,44
261581,Thousand Lights,Chennai,The Samosa Factory,200,4.5,500,Snacks,Nungambakkam,46
263224,Anna Nagar,Chennai,Reena Paul'S Kitchen (Unit Of Richnrich),300,4.3,500,Indian,Annanagar,67
264219,Kilpauk,Chennai,Dindigul Kilappu Kadai,350,4,100,"South Indian,Biryani,Fast Food",Annanagar,51
265890,Villivakkam,Chennai,Madras	Shawarma,150,4.4,20,Snacks,Villivakkam,63
266154,Teynampet,Chennai,Canvas By Sketch,1200,4.4,100,"Continental,Asian,Italian,Indian",T Nagar,71
266165,Gopalapuram,Chennai,Kai Manam,300,4.2,1000,"South Indian,Chettinad,Chinese,Biryani,Combo,Home Food",Royapettah,50
267529,Thousand Lights,Chennai,Kcdas,300,4.5,100,"North Indian,Snacks,Chaat,Sweets",Nungambakkam,40
267821,Triplicane,Chennai,Amrin Biriyani,250,4.3,20,Biryani,Royapettah,41
269001,Thousand Lights,Chennai,Chai Glass,200,3.9,100,"Desserts,Bakery,Beverages,Snacks,Pastas",Kannammai Building Anna Salai,52
271950,Ayanavaram,Chennai,Sri Raghavendra Mess,175,4.3,500,"South Indian,North Indian,Chinese",Ayanavaram,55
274120,Nungambakkam,Chennai,Tandoori Combo Co,300,4.4,100,"North Indian,Indian,Tandoor,Mughlai,Lucknowi,Combo",Nungambakkam,50
277440,Egmore,Chennai,The	Pepper	Fry,150,2.9,80,Fast Food,Nungambakkam,39
277865,Chennai,Chennai,Ck'S Bakery,150,2.9,80,"Bakery,Fast Food",Nungambakkam,46
278862,T. Nagar,Chennai,Coal Barbecues Express,1400,2.8,20,Barbecue,Bazlullah Road,92
280507,T. Nagar,Chennai,Courtyard By Marriott,700,4.3,100,"Biryani,Combo,Pizzas,Home Food,Indian,Continental,Chinese,Asian",T Nagar,67
282240,Choolaimedu,Chennai,Al Darik Beef Briyani,200,3.8,100,South Indian,Vadapalani,65
282497,Nungambakkam,Chennai,Achayathis Restaurant,600,4.3,1000,Kerala,Nungambakkam,63
282620,Anna Nagar,Chennai,Bunwich,200,3.5,20,"Beverages,Fast Food",Annanagar,78
284472,Annanagar East,Chennai,Quality Fast Food,400,3.8,20,"Chinese,Indian",Annanagar,56
285460,Anna Nagar West Extension,Chennai,The Shawarma Joint,250,4.1,50,North Indian,Mogappair,85
286175,Raja Annamalai Puram,Chennai,Spectra At The Leela Palace,1200,2.9,80,"North Indian,South Indian,Pan-Asian,Continental,Biryani,Pizzas",Adyar,86
286182,Anna Nagar,Chennai,Noodle Doodle,250,3.7,20,"Chinese,Combo,Tibetan",Annanagar,70
286609,Choolaimedu,Chennai,The Madras Shawarma,200,4.2,20,Indian,Choolaimedu,61
288523,Vadapalani,Chennai,Eame'S & Semmy'S Annapoorni Kitchen,250,4.3,100,"Andhra,South Indian,North Indian,Biryani",Vadapalani,86
288878,Egmore,Chennai,Oasis - Radisson Blu Hotel,600,2.9,80,"Chinese,Indian",Egmore,53
289028,Egmore,Chennai,The Great Kabab Factory,600,2.9,80,Kebabs,Egmore,51
290788,Anna Nagar,Chennai,Arabian Delights,400,4.3,20,"Arabian,Indian,Chinese",Annanagar,74
290802,Kodungaiyur,Chennai,Lemone Juice Bar,300,3.8,50,Beverages,Madhavaram - Manali,76
292776,Mylapore,Chennai,Bread Boutique By Brew Room,300,4.3,100,"Bakery,Desserts",Mylapore,55
293868,T. Nagar,Chennai,That Mallu Joint,250,4.3,100,"South Indian,Kerala",T Nagar,74
293933,Alwarpet,Chennai,Tossed By Koox - Gourmet Diy Box Kits,350,2.9,80,"Pizzas,Pastas,Asian,Desserts,Snacks,Beverages",City Centre,81
295326,Nungambakkam,Chennai,Vel Chettinadu Hotel,200,4.2,100,Indian,Nungambakkam,47
295399,Teynampet,Chennai,Welcomhotel Chennai - Flavours,1000,2.9,80,"Indian,Continental",Catherdal Road,68
297562,Purasaiwakkam,Chennai,Slay Coffee,200,3.8,20,"Beverages,Desserts",Purasaiwakkam,49
298317,Gopalapuram,Chennai,Schezwan Wok,300,4,500,"Chinese,Beverages",Royapettah,58
299150,26,Chennai,Malabar Point,450,4.2,100,"Biryani,Kerala,South Indian,Thalis",Alwarpet (Malabar Point),58
299311,Jamalia,Chennai,Waffle Dreams,200,2.9,80,"Beverages,Desserts,Snacks",Perambur,52
299435,Perambur,Chennai,Arabian Express,300,4.4,20,"Indian,Arabian",Perambur,65
299750,Alwarpet,Chennai,Dakshin At Crowne Plaza Chennai,300,4.5,20,"North Indian,Indian,Salads,Biryani,Chinese,Juices,Desserts",Austin Nagar,69
299751,Alwarpet,Chennai,Cappuccino At Crowne Plaza Chennai,300,4.5,20,"North Indian,Indian,Salads,Biryani,Chinese,Juices,Desserts",Austin Nagar,77
301073,Kilpauk,Chennai,Rolls On Wheels,200,2.9,80,"Ice Cream,Beverages,Fast Food",Kilpauk,51
301768,Thousand Lights,Chennai,Sri Krishna Mess,200,3.7,100,"South Indian,Chinese",Nungambakkam,40
302572,Chetpet,Chennai,Armaani Biryani,250,3.6,50,"Biryani,Arabian,Chinese",Mogappair,57
303884,Kodambakkam,Chennai,Venkateswara Veg Restaurant,100,4.6,50,South Indian,Kodambakkam,61
304068,Anna Nagar,Chennai,Writer'S Express,400,3.9,100,European,Annanagar,64
304729,Anna Nagar,Chennai,Indian Kitchen By Sigree,400,4.1,20,"Indian,North Indian,Mughlai,Biryani,Punjabi",Anna Nagar East,70
305191,Vadapalani,Chennai,Aps Chat,200,4.2,20,Fast Food,Kodambakkam,83
305538,Thousand Lights,Chennai,Maalgaadi By Dhaba Estd 1986 Delhi,300,4.3,1000,"North Indian,Indian,Biryani,Punjabi,Kebabs,Grill,Mughlai,Desserts",Nungambakkam,51
306341,Alwarpet,Chennai,Les	Amis,300,4.5,100,"Italian,Desserts,Ice Cream",Alwarpet,61
306434,Mylapore,Chennai,Malgudi - The Savera Hotel,2500,4.1,50,"North Indian,South Indian",Mylapore,62
306438,T. Nagar,Chennai,Grt Cloud Kitchens - T Nagar,1200,4.5,100,"North Indian,South Indian,Chinese",T Nagar,74
306906,Perambur,Chennai,Sakthi A Hot Soup,100,2.9,80,Indian,Perambur,62
307058,Kodambakkam,Chennai,Murugan Kaappi,50,4.1,100,"Cafe,Snacks,Continental",Vadapalani,78
307782,Thousand Lights,Chennai,Barbeque Nation,600,3.6,100,"North Indian,Mughlai,Seafood,Biryani,Desserts,Kebabs",Bergamo   Mall,50
307870,Kodungaiyur,Chennai,Vip Sea Foods,200,2.9,80,Indian,Perambur,65
309024,T. Nagar,Chennai,Main Street - The Residency Towers,1200,4.2,20,"Indian,Italian,Biryani",T Nagar,78
309220,Teynampet,Chennai,The Bowl Biryani,300,3.6,20,"Biryani,Chinese,Fast Food",T Nagar,67
310078,Kilpauk,Chennai,Chilly Tales Eataliano,200,2.9,80,Indian,Kilpauk,49
311264,Cit Nagar,Chennai,Topi Vappa Biriyani,300,3.8,20,"Biryani,Indian,Chinese,South Indian",T Nagar,71
311652,Chennai,Chennai,Fb Cakes,200,4.1,100,Bakery,Egmore,45
313075,Old Washermanpet,Chennai,Swizo,300,2.9,80,"Chinese,Biryani,Fast Food,Beverages",Royapuram,57
314563,Anna Nagar,Chennai,Asia Kitchen By Mainland China,850,4.4,20,"Asian,Chinese,Oriental",5Th Avenue,76
314828,Thousand Lights,Chennai,Copper Chimney,900,4.2,100,"Indian,North Indian,Kebabs,Grill,Biryani",Thousand Lights,47
314832,Chintadripet,Chennai,Murudis Lunch Home,150,4.4,100,"South Indian,Chinese",Egmore,31
315787,Teynampet,Chennai,Atti Square,300,4.3,50,Indian,Alwarpet,56
316146,Purasaiwakkam,Chennai,Smokey Shawarma,250,3.6,100,"Fast Food,Biryani,Chinese,Desserts",Purasawalkam,40
316708,Purasaiwakkam,Chennai,Spice Hub Vada Pav,200,4.6,20,"Snacks,Fast Food",Purasawalkam,39
316772,Madhavaram,Chennai,Idlicurry,150,4,100,South Indian,Perambur,66
317843,Ea Mall Royapettah,Chennai,Punjab Grill,700,4.3,50,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts",Express Avenue,54
317963,Teynampet,Chennai,Vr Cafe,400,2.9,80,"Cafe,Bakery",T Nagar,71
318344,Triplicane,Chennai,Oyalo Pizza,350,4.3,50,Pizzas,Triplicane,46
318818,Choolaimedu,Chennai,Star Taj Hotel & Fast Food,400,2.9,80,North Indian,Arumbakkam,61
319658,Perambur,Chennai,Green Pepper,300,3.6,20,"Indian,Chinese,Biryani",Perambur,64
